"","benefits","costs","additional_benefits","output_1"
"1",115.93963808382,2776.21657591991,86.4009253055867,-2573.8760125305
"2",1280.31439308846,1945.44691366877,64.5406697317706,-600.591850848533
"3",1620.39764235176,3061.10342263141,3.66777259701676,-1437.03800768264
"4",905.945272371071,89.3638326468683,48.4460315634753,865.027471287678
"5",1139.35751317695,24.3011767405969,70.828124531628,1185.88446096798
"6",865.885396195646,1281.08599730792,34.508544843775,-380.6920562685
"7",916.758119781499,1199.8824898764,51.0449604374413,-232.079409657458
"8",1969.15599670846,241.616338343899,80.4623559074639,1808.00201427202
"9",1096.40236953875,2328.46522041493,94.9046584484551,-1137.15819242772
"10",155.682286468228,587.317896840184,24.5981216329075,-407.037488739048
"11",1238.88146029188,2054.68848675784,76.3422512208258,-739.464775245135
"12",1341.30400433336,1553.92295470197,31.3203576284164,-181.298592740198
"13",342.93823437873,830.729643373012,104.762644763836,-383.028764230447
"14",856.575159145503,395.874711732579,79.710819963777,540.4112673767
"15",865.443858926482,891.058571503216,66.4623362642093,40.8476236874757
"16",1876.47735511254,3114.54306130955,68.9273685561588,-1169.13833764085
"17",628.977732137104,719.543111930559,16.802139689675,-73.7632401037797
"18",1122.65408946592,3213.88407728904,92.8146302195686,-1998.41535760355
"19",1194.45816932836,1366.47982385795,74.371999793821,-97.649654735769
"20",1285.43437500134,1712.39819587504,43.6480683710673,-383.315752502637
"21",1223.81628125598,1923.68402952038,77.7461422122549,-622.121606052136
"22",1424.35346563725,2204.09200993958,79.7458586343026,-699.992685668022
"23",829.705583273229,2449.40245457537,121.888895457178,-1497.80797584496
"24",1979.68419810164,2614.34618851687,24.2119123407171,-610.450078074518
"25",708.911252161085,2863.26317991907,63.9252198155054,-2090.42670794248
"26",295.25583138334,2621.44421969541,70.123553286478,-2256.06483502559
"27",1000.82278068904,2440.21853083506,47.7119971840088,-1391.68375296202
"28",1054.0783702723,1406.17496748565,66.142753843916,-285.953843369432
"29",1232.21257501529,2209.0638141386,68.9081203611645,-907.943118762146
"30",1717.31480600658,775.601946885863,48.331629931491,990.044489052205
"31",1766.69514980022,2021.26046808543,66.8408529430609,-187.724465342144
"32",1695.24528148374,1589.20439600007,33.7053771290125,139.746262612684
"33",1693.97104904091,1491.21884527093,61.0300588423392,263.782262612321
"34",641.551957639045,1603.39133244815,21.2872054698842,-940.552169339217
"35",803.284192802964,1117.01028896503,31.0750151257826,-282.651081036286
"36",212.337195425379,1720.22378280695,60.2193570181143,-1447.66723036346
"37",1757.87389080022,2236.78388677049,32.9557828378282,-445.954213132441
"38",652.546915815776,1866.25481751357,73.7537085674954,-1139.95419313029
"39",349.790545464774,1849.79203252552,77.7158158323384,-1422.2856712284
"40",1621.60719911975,2287.63084969748,95.090579099876,-570.933071477852
"41",1120.53686333767,1325.20923531133,41.6770797565685,-162.995292217084
"42",105.999538868123,719.722383115318,47.5621478411195,-566.160696406076
"43",765.215392306129,2821.59558016793,46.0757488785019,-2010.3044389833
"44",945.091440671936,1466.40134391419,7.272297849818,-514.037605392436
"45",1445.10927677213,1702.59268285095,48.8762168331082,-208.607189245709
"46",1428.21211042817,637.605835559894,78.5629336820122,869.169208550287
"47",693.072727944585,2267.5519115576,24.7147708839124,-1549.7644127291
"48",561.151372468359,2389.85520541284,42.052038315154,-1786.65179462933
"49",2362.22095825014,2141.07050928378,36.8873821811674,258.037831147535
"50",1681.25863827197,1936.22466442731,24.7520823620579,-230.213943793283
"51",314.848063067855,1520.30464536666,39.4928581901855,-1165.96372410862
"52",2039.36817549071,1147.66913421522,29.918817443721,921.617858719209
"53",1328.68318211766,2140.15260281218,66.0085346356719,-745.460886058852
"54",989.444533725086,1806.37275612863,41.8371016415593,-775.091120761989
"55",871.363755051908,2357.53819383616,32.4170904137609,-1453.75734837049
"56",1681.16212303915,2247.17236948112,67.3011582990149,-498.709088142961
"57",-24.9361747456358,1845.73135104946,24.5808309277613,-1846.08669486734
"58",1773.37458687436,2719.96155377934,59.9073715601137,-886.679595344865
"59",308.141131159432,535.460909142991,66.5596310975728,-160.760146885986
"60",1012.66545624809,2074.64376721279,3.36288721462956,-1058.61542375007
"61",1281.49518686095,2752.99660844354,91.601702941475,-1379.89971864112
"62",941.807972294366,687.461934728341,37.4344990812826,291.780536647309
"63",763.550308757224,134.451006189155,45.3180855919896,674.417388160059
"64",1236.02854200448,2428.76406200854,49.4682600386041,-1143.26725996545
"65",1080.61882211766,851.693837907552,78.388079392527,307.313063602635
"66",1246.94116378627,2231.27645117992,82.5270368530656,-901.808250540584
"67",591.995397569752,1203.82938364751,85.8000337619513,-526.033952315811
"68",1675.46944349236,1183.48873866337,87.9261284521809,579.906833281167
"69",1173.40821881864,545.037276212567,14.3428367102644,642.713779316338
"70",1258.05684637597,2479.17845721046,59.3748348026794,-1161.74677603181
"71",1344.79146189737,963.509879520558,26.4197804807913,407.701362857604
"72",1654.37399476834,1550.40269484889,56.274854070651,160.2461539901
"73",553.691480546557,1378.75640238747,0.293054244802377,-824.771867596114
"74",1630.31120359697,1946.1150218376,31.7304160729201,-284.073402167706
"75",967.305015215014,639.781896327275,36.5267755375829,364.049894425321
"76",1038.37628021458,1255.74916808298,22.6758946147923,-194.696993253606
"77",2406.15268154067,367.452934567274,61.159746339323,2099.85949331272
"78",1231.02291176232,2071.10885814267,6.193248908059,-833.892697472289
"79",2479.27661598386,1725.78211927285,86.5060229397129,840.000519650724
"80",1021.49998499265,155.687064352453,59.2198223666157,925.03274300681
"81",2096.350628214,1670.05156343717,80.6665016859865,506.965566462815
"82",752.198910611693,1642.53958322198,47.1846767414478,-843.155995868844
"83",1281.10175230722,1124.51033638573,69.7237157809574,226.315131702447
"84",1128.70035956668,2027.5124543903,41.7578371150003,-857.054257708618
"85",856.599497189664,2393.83849974021,26.0567422597992,-1511.18226029074
"86",1416.14359618695,1595.8085145425,29.3110620034597,-150.353856352083
"87",1180.29986132834,1051.83417343317,52.0052769531262,180.470964848289
"88",1361.0837743659,3532.26849072206,20.1939866972802,-2150.99072965888
"89",1436.78230279026,961.007144820624,113.31166118924,589.086819158871
"90",705.276419620966,4153.85579233214,73.4683289716945,-3375.11104373948
"91",1213.25693085873,772.069949186371,52.9988965518943,494.185878224251
"92",542.700248947014,1993.11648752205,46.7551371393165,-1403.66110143572
"93",1475.3475944591,3349.05234601889,54.607956043742,-1819.09679551605
"94",1034.8622839689,449.53851947366,42.2858696105062,627.609634105748
"95",825.63519832982,2469.41578114151,20.5150593840886,-1623.2655234276
"96",1278.13976489545,1743.90257045292,53.4027028535357,-412.360102703935
"97",1404.26840629907,1575.6636792001,12.2908612221605,-159.10441167887
"98",653.839724663299,1206.86981996949,46.623698014207,-506.406397291982
"99",477.46277157631,1026.89517166568,71.4332484107629,-477.999151678611
"100",1320.11265785201,2395.32094171854,114.490784575765,-960.717499290764
"101",900.245158418732,2292.20193205013,25.365305307062,-1366.59146832434
"102",570.178480231327,695.684036125108,64.1807344308222,-61.3248214629591
"103",737.289805872599,1836.04613472454,64.0071551873344,-1034.7491736646
"104",763.11344574842,1414.93315754143,41.3555552956267,-610.464156497383
"105",1069.7080160945,1278.06659749864,39.617551217308,-168.74103018683
"106",1940.00788339244,928.379964366314,44.257525470612,1055.88544449674
"107",1618.97571209447,1729.79464821898,77.8100071121197,-33.0089290123882
"108",772.309351575034,3641.54638911759,80.6777725999543,-2788.5592649426
"109",1680.29291396862,912.124609926034,79.6746701927643,847.842974235354
"110",1597.48057175235,1815.66413345678,61.3695674856491,-156.813994218786
"111",2067.78664790846,1383.23640192291,20.0400559136435,704.590301899194
"112",1382.65684191491,1736.52880075133,109.046650168026,-244.825308668387
"113",-527.257092287846,2337.19123370729,10.198460760396,-2854.24986523474
"114",1250.8323933406,1036.53064079984,56.6645049605224,270.966257501277
"115",1153.93875258171,738.679218859869,99.9632739506243,515.22280767247
"116",1689.37575575008,436.237950684473,49.5897403373578,1302.72754540297
"117",1866.53033373158,2717.24842621059,27.4616695432771,-823.256422935734
"118",399.605508759672,2496.57957763756,49.2577209420098,-2047.71634793587
"119",1489.37175143457,1714.40269579383,90.9045993310445,-134.12634502822
"120",311.208143021775,1301.81115949941,30.3694172622765,-960.233599215363
"121",603.479359299478,348.369214187765,59.5063933172896,314.616538429003
"122",1067.81993212559,2264.93694255195,14.4104725239761,-1182.70653790238
"123",1836.40504646939,985.812412719884,42.8883265113489,893.480960260857
"124",1587.48912484139,2022.99249958367,50.1024644602247,-385.40091028206
"125",597.336054535618,2521.68034429404,13.7813725847317,-1910.56291717369
"126",2087.70538509628,1594.41136334525,14.0656559611247,507.359677712153
"127",144.840765076129,1678.1116641053,20.0237845767045,-1513.24711445247
"128",1767.68631103454,741.378342782109,62.3677671445924,1088.67573539703
"129",1135.59594853068,1380.68121946848,86.0229273299594,-159.062343607835
"130",2509.79629702092,1748.56121827934,32.0790920702064,793.314170811782
"131",1118.94716571033,1301.51696432033,55.3565187786983,-127.213279831308
"132",1047.17708348344,1401.47923882211,33.0443618211144,-321.257793517556
"133",270.653427114789,1829.14791197951,5.08819130957725,-1553.40629355515
"134",1143.13327555502,1534.92790470788,51.2317184357635,-340.562910717097
"135",1314.21413506835,1304.07188789513,77.2045523586854,87.3467995319032
"136",-131.331858200043,962.590524694673,78.786522173698,-1015.13586072102
"137",1624.76098058242,2258.58839501555,53.5254314418208,-580.301982991307
"138",1904.76450189166,1193.08251735379,71.8998330751973,783.581817613074
"139",1543.56001765453,2185.30151197571,61.9590510489638,-579.78244327221
"140",891.341232468483,3214.72534986462,70.6754303190884,-2252.70868707705
"141",264.86022746011,1327.9552468058,26.0699791228394,-1037.02504022285
"142",1082.140898909,592.633341353428,66.0016495257532,555.509207081323
"143",812.959245949945,2895.96581874518,27.9924349629157,-2055.01413783232
"144",233.426556807843,2762.42613111458,71.0431965630899,-2457.95637774365
"145",566.041352073107,1577.32510312651,8.26794617821258,-1003.01580487519
"146",1171.92407285756,2128.83645473715,13.2851112423318,-943.627270637256
"147",1748.56775228026,914.739884766977,12.8167245103862,846.644592023666
